"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20542312"	"160级云锦饰品-品质4套装2"	"500012"	""	"54001200"	"12"	"5423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551004"	"160级护肩-品质5套装1"	""	""	"55000400"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551005"	"160级腰带-品质5套装1"	""	""	"55000500"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551006"	"160级裤子-品质5套装1"	""	""	"55000600"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551007"	"160级靴子-品质5套装1"	""	""	"55000700"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551008"	"160级项链-品质5套装1"	""	""	"55000800"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551009"	"160级护腕-品质5套装1"	""	""	"55000900"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551010"	"160级左戒-品质5套装1"	""	""	"55001000"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551011"	"160级右戒-品质5套装1"	""	""	"55001100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551101"	"160级转剑武器-品质5套装1"	"500001"	""	"55000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551102"	"160级转剑头盔-品质5套装1"	"500002"	""	"55000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551103"	"160级转剑衣服-品质5套装1"	"500003"	""	"55000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551112"	"160级转剑饰品-品质5套装1"	"500012"	""	"55001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551201"	"160级天威武器-品质5套装1"	"500001"	""	"55000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551202"	"160级天威头盔-品质5套装1"	"500002"	""	"55000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551203"	"160级天威衣服-品质5套装1"	"500003"	""	"55000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551212"	"160级天威饰品-品质5套装1"	"500012"	""	"55001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551301"	"160级云锦武器-品质5套装1"	"500001"	""	"55000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551302"	"160级云锦头盔-品质5套装1"	"500002"	""	"55000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551303"	"160级云锦衣服-品质5套装1"	"500003"	""	"55000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20551312"	"160级云锦饰品-品质5套装1"	"500012"	""	"55001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552004"	"160级护肩-品质5套装2"	""	""	"55000400"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552005"	"160级腰带-品质5套装2"	""	""	"55000500"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552006"	"160级裤子-品质5套装2"	""	""	"55000600"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552007"	"160级靴子-品质5套装2"	""	""	"55000700"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552008"	"160级项链-品质5套装2"	""	""	"55000800"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552009"	"160级护腕-品质5套装2"	""	""	"55000900"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552010"	"160级左戒-品质5套装2"	""	""	"55001000"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552011"	"160级右戒-品质5套装2"	""	""	"55001100"	"15"	"5520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552101"	"160级转剑武器-品质5套装2"	"500001"	""	"55000100"	"15"	"5521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552102"	"160级转剑头盔-品质5套装2"	"500002"	""	"55000200"	"15"	"5521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552103"	"160级转剑衣服-品质5套装2"	"500003"	""	"55000300"	"15"	"5521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552112"	"160级转剑饰品-品质5套装2"	"500012"	""	"55001200"	"15"	"5521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552201"	"160级天威武器-品质5套装2"	"500001"	""	"55000100"	"15"	"5522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552202"	"160级天威头盔-品质5套装2"	"500002"	""	"55000200"	"15"	"5522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552203"	"160级天威衣服-品质5套装2"	"500003"	""	"55000300"	"15"	"5522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552212"	"160级天威饰品-品质5套装2"	"500012"	""	"55001200"	"15"	"5522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552301"	"160级云锦武器-品质5套装2"	"500001"	""	"55000100"	"15"	"5523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552302"	"160级云锦头盔-品质5套装2"	"500002"	""	"55000200"	"15"	"5523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552303"	"160级云锦衣服-品质5套装2"	"500003"	""	"55000300"	"15"	"5523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20552312"	"160级云锦饰品-品质5套装2"	"500012"	""	"55001200"	"15"	"5523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611004"	"200级护肩-品质1套装1"	""	""	"61000400"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611005"	"200级腰带-品质1套装1"	""	""	"61000500"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611006"	"200级裤子-品质1套装1"	""	""	"61000600"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611007"	"200级靴子-品质1套装1"	""	""	"61000700"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611008"	"200级项链-品质1套装1"	""	""	"61000800"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611009"	"200级护腕-品质1套装1"	""	""	"61000900"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611010"	"200级左戒-品质1套装1"	""	""	"61001000"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611011"	"200级右戒-品质1套装1"	""	""	"61001100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611101"	"200级转剑武器-品质1套装1"	"600001"	""	"61000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611102"	"200级转剑头盔-品质1套装1"	"600002"	""	"61000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611103"	"200级转剑衣服-品质1套装1"	"600003"	""	"61000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611112"	"200级转剑饰品-品质1套装1"	"600012"	""	"61001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611201"	"200级天威武器-品质1套装1"	"600001"	""	"61000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611202"	"200级天威头盔-品质1套装1"	"600002"	""	"61000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611203"	"200级天威衣服-品质1套装1"	"600003"	""	"61000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611212"	"200级天威饰品-品质1套装1"	"600012"	""	"61001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611301"	"200级云锦武器-品质1套装1"	"600001"	""	"61000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611302"	"200级云锦头盔-品质1套装1"	"600002"	""	"61000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611303"	"200级云锦衣服-品质1套装1"	"600003"	""	"61000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20611312"	"200级云锦饰品-品质1套装1"	"600012"	""	"61001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612004"	"200级护肩-品质1套装2"	""	""	"61000400"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612005"	"200级腰带-品质1套装2"	""	""	"61000500"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612006"	"200级裤子-品质1套装2"	""	""	"61000600"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612007"	"200级靴子-品质1套装2"	""	""	"61000700"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612008"	"200级项链-品质1套装2"	""	""	"61000800"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612009"	"200级护腕-品质1套装2"	""	""	"61000900"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612010"	"200级左戒-品质1套装2"	""	""	"61001000"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612011"	"200级右戒-品质1套装2"	""	""	"61001100"	"3"	"6120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612101"	"200级转剑武器-品质1套装2"	"600001"	""	"61000100"	"3"	"6121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612102"	"200级转剑头盔-品质1套装2"	"600002"	""	"61000200"	"3"	"6121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612103"	"200级转剑衣服-品质1套装2"	"600003"	""	"61000300"	"3"	"6121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612112"	"200级转剑饰品-品质1套装2"	"600012"	""	"61001200"	"3"	"6121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612201"	"200级天威武器-品质1套装2"	"600001"	""	"61000100"	"3"	"6122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612202"	"200级天威头盔-品质1套装2"	"600002"	""	"61000200"	"3"	"6122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612203"	"200级天威衣服-品质1套装2"	"600003"	""	"61000300"	"3"	"6122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612212"	"200级天威饰品-品质1套装2"	"600012"	""	"61001200"	"3"	"6122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612301"	"200级云锦武器-品质1套装2"	"600001"	""	"61000100"	"3"	"6123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612302"	"200级云锦头盔-品质1套装2"	"600002"	""	"61000200"	"3"	"6123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612303"	"200级云锦衣服-品质1套装2"	"600003"	""	"61000300"	"3"	"6123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20612312"	"200级云锦饰品-品质1套装2"	"600012"	""	"61001200"	"3"	"6123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621004"	"200级护肩-品质2套装1"	""	""	"62000400"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621005"	"200级腰带-品质2套装1"	""	""	"62000500"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621006"	"200级裤子-品质2套装1"	""	""	"62000600"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621007"	"200级靴子-品质2套装1"	""	""	"62000700"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621008"	"200级项链-品质2套装1"	""	""	"62000800"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621009"	"200级护腕-品质2套装1"	""	""	"62000900"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621010"	"200级左戒-品质2套装1"	""	""	"62001000"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621011"	"200级右戒-品质2套装1"	""	""	"62001100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621101"	"200级转剑武器-品质2套装1"	"600001"	""	"62000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621102"	"200级转剑头盔-品质2套装1"	"600002"	""	"62000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621103"	"200级转剑衣服-品质2套装1"	"600003"	""	"62000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621112"	"200级转剑饰品-品质2套装1"	"600012"	""	"62001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621201"	"200级天威武器-品质2套装1"	"600001"	""	"62000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621202"	"200级天威头盔-品质2套装1"	"600002"	""	"62000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621203"	"200级天威衣服-品质2套装1"	"600003"	""	"62000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621212"	"200级天威饰品-品质2套装1"	"600012"	""	"62001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621301"	"200级云锦武器-品质2套装1"	"600001"	""	"62000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621302"	"200级云锦头盔-品质2套装1"	"600002"	""	"62000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621303"	"200级云锦衣服-品质2套装1"	"600003"	""	"62000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20621312"	"200级云锦饰品-品质2套装1"	"600012"	""	"62001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622004"	"200级护肩-品质2套装2"	""	""	"62000400"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622005"	"200级腰带-品质2套装2"	""	""	"62000500"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622006"	"200级裤子-品质2套装2"	""	""	"62000600"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622007"	"200级靴子-品质2套装2"	""	""	"62000700"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622008"	"200级项链-品质2套装2"	""	""	"62000800"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622009"	"200级护腕-品质2套装2"	""	""	"62000900"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622010"	"200级左戒-品质2套装2"	""	""	"62001000"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622011"	"200级右戒-品质2套装2"	""	""	"62001100"	"6"	"6220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622101"	"200级转剑武器-品质2套装2"	"600001"	""	"62000100"	"6"	"6221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622102"	"200级转剑头盔-品质2套装2"	"600002"	""	"62000200"	"6"	"6221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622103"	"200级转剑衣服-品质2套装2"	"600003"	""	"62000300"	"6"	"6221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622112"	"200级转剑饰品-品质2套装2"	"600012"	""	"62001200"	"6"	"6221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622201"	"200级天威武器-品质2套装2"	"600001"	""	"62000100"	"6"	"6222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622202"	"200级天威头盔-品质2套装2"	"600002"	""	"62000200"	"6"	"6222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622203"	"200级天威衣服-品质2套装2"	"600003"	""	"62000300"	"6"	"6222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622212"	"200级天威饰品-品质2套装2"	"600012"	""	"62001200"	"6"	"6222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622301"	"200级云锦武器-品质2套装2"	"600001"	""	"62000100"	"6"	"6223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622302"	"200级云锦头盔-品质2套装2"	"600002"	""	"62000200"	"6"	"6223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622303"	"200级云锦衣服-品质2套装2"	"600003"	""	"62000300"	"6"	"6223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20622312"	"200级云锦饰品-品质2套装2"	"600012"	""	"62001200"	"6"	"6223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631004"	"200级护肩-品质3套装1"	""	""	"63000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631005"	"200级腰带-品质3套装1"	""	""	"63000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631006"	"200级裤子-品质3套装1"	""	""	"63000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631007"	"200级靴子-品质3套装1"	""	""	"63000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631008"	"200级项链-品质3套装1"	""	""	"63000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631009"	"200级护腕-品质3套装1"	""	""	"63000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631010"	"200级左戒-品质3套装1"	""	""	"63001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631011"	"200级右戒-品质3套装1"	""	""	"63001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631101"	"200级转剑武器-品质3套装1"	"600001"	""	"63000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631102"	"200级转剑头盔-品质3套装1"	"600002"	""	"63000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631103"	"200级转剑衣服-品质3套装1"	"600003"	""	"63000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631112"	"200级转剑饰品-品质3套装1"	"600012"	""	"63001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631201"	"200级天威武器-品质3套装1"	"600001"	""	"63000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631202"	"200级天威头盔-品质3套装1"	"600002"	""	"63000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631203"	"200级天威衣服-品质3套装1"	"600003"	""	"63000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631212"	"200级天威饰品-品质3套装1"	"600012"	""	"63001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631301"	"200级云锦武器-品质3套装1"	"600001"	""	"63000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631302"	"200级云锦头盔-品质3套装1"	"600002"	""	"63000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631303"	"200级云锦衣服-品质3套装1"	"600003"	""	"63000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20631312"	"200级云锦饰品-品质3套装1"	"600012"	""	"63001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632004"	"200级护肩-品质3套装2"	""	""	"63000400"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632005"	"200级腰带-品质3套装2"	""	""	"63000500"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632006"	"200级裤子-品质3套装2"	""	""	"63000600"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632007"	"200级靴子-品质3套装2"	""	""	"63000700"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632008"	"200级项链-品质3套装2"	""	""	"63000800"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632009"	"200级护腕-品质3套装2"	""	""	"63000900"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632010"	"200级左戒-品质3套装2"	""	""	"63001000"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632011"	"200级右戒-品质3套装2"	""	""	"63001100"	"9"	"6320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632101"	"200级转剑武器-品质3套装2"	"600001"	""	"63000100"	"9"	"6321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632102"	"200级转剑头盔-品质3套装2"	"600002"	""	"63000200"	"9"	"6321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632103"	"200级转剑衣服-品质3套装2"	"600003"	""	"63000300"	"9"	"6321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632112"	"200级转剑饰品-品质3套装2"	"600012"	""	"63001200"	"9"	"6321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632201"	"200级天威武器-品质3套装2"	"600001"	""	"63000100"	"9"	"6322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632202"	"200级天威头盔-品质3套装2"	"600002"	""	"63000200"	"9"	"6322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632203"	"200级天威衣服-品质3套装2"	"600003"	""	"63000300"	"9"	"6322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632212"	"200级天威饰品-品质3套装2"	"600012"	""	"63001200"	"9"	"6322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632301"	"200级云锦武器-品质3套装2"	"600001"	""	"63000100"	"9"	"6323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632302"	"200级云锦头盔-品质3套装2"	"600002"	""	"63000200"	"9"	"6323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632303"	"200级云锦衣服-品质3套装2"	"600003"	""	"63000300"	"9"	"6323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20632312"	"200级云锦饰品-品质3套装2"	"600012"	""	"63001200"	"9"	"6323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20641004"	"200级护肩-品质4套装1"	""	""	"64000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20641005"	"200级腰带-品质4套装1"	""	""	"64000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20641006"	"200级裤子-品质4套装1"	""	""	"64000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20641007"	"200级靴子-品质4套装1"	""	""	"64000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
