"ID,40000-44999给骑龙和龙的技能，45000到45999给坐骑"	"名称"	"描述"	"描述参数"	"图集ID"	"图标ID"	"是否显示图标"	"友好度0=良性,1=负面,2=中立"	"由Magic对象管理"	"切换场景结束"	"死亡结束"	"下线结束"	"下线计时"	"下龙消失(用于控制龙主动技能产生的buff)"	"组ID，注意如果是光环的话，代表被光环笼罩产生的buff的组"	"组中优先级0为最低"	"同id共存方式0=叠加,1=冲抵,2=免疫,3=共存(只用于龙的被动技)4=刷新已存的buff时间"	"光环标志0x01=可叠加，0x02=他人不可见"	"默认叠加层数"	"叠加层数上限"	"光环目标1=单体；2=敌人；4=友军；8=中立"	"光环持续时间"	"光环生效半径只对光环类型是计时型的起作用。次数型光环均是个人光环。"	"光环更新时间光环刷新时只修改目标列表"	"是否为限制效果"	"效果1ID"	"效果2ID"	"效果3ID"	"效果4ID"	"效果5ID"	"效果6ID"	"客户端效果"	"生效场景--不配表示所有场景中生效--否则仅在配置场景中生效"	"效果添加对象5：人2：dummy4：马"	"状态分类0=无1=定身状态2=中毒状态3=眩晕状态4=缓速状态"	"客户端效果是否叠加如果光环是多层的，那么表现效果是否按照层数叠加"	
"27006005"	"神兽守护效果7：吸血6"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006005,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27006005"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27006006"	"神兽守护效果7：吸血7"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006006,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27006006"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27006007"	"神兽守护效果7：吸血8"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006007,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27006007"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27006008"	"神兽守护效果7：吸血9"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006008,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27006008"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27006009"	"神兽守护效果7：吸血10"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006009,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27006009"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27006100"	"神兽守护效果7：吸血表现1"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006100,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006100"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006101"	"神兽守护效果7：吸血表现2"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006101,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006101"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006102"	"神兽守护效果7：吸血表现3"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006102,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006102"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006103"	"神兽守护效果7：吸血表现4"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006103,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006103"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006104"	"神兽守护效果7：吸血表现5"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006104,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006104"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006105"	"神兽守护效果7：吸血表现6"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006105,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006105"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006106"	"神兽守护效果7：吸血表现7"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006106,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006106"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006107"	"神兽守护效果7：吸血表现8"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006107,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006107"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006108"	"神兽守护效果7：吸血表现9"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006108,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006108"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27006109"	"神兽守护效果7：吸血表现10"	"攻击敌人时，吸收造成伤害量的10%转化为治疗自身，持续[green]${0},8$[white]秒。"	"[[`aura`,27006109,0,`auraTime`]]"	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"27006109"	"-1"	"-1"	"-1"	"-1"	"-1"	"1042"	""	"5"	"0"	"0"	
"27007000"	"神兽守护效果10：免疫暴击1"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107000,`para4`],[`aura`,27107000,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007001"	"神兽守护效果10：免疫暴击2"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107001,`para4`],[`aura`,27107001,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007001"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007002"	"神兽守护效果10：免疫暴击3"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107002,`para4`],[`aura`,27107002,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007002"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007003"	"神兽守护效果10：免疫暴击4"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107003,`para4`],[`aura`,27107003,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007004"	"神兽守护效果10：免疫暴击5"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107004,`para4`],[`aura`,27107004,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007004"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007005"	"神兽守护效果10：免疫暴击6"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107005,`para4`],[`aura`,27107005,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007005"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007006"	"神兽守护效果10：免疫暴击7"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107006,`para4`],[`aura`,27107006,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007006"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007007"	"神兽守护效果10：免疫暴击8"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107007,`para4`],[`aura`,27107007,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007007"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007008"	"神兽守护效果10：免疫暴击9"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107008,`para4`],[`aura`,27107008,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007008"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27007009"	"神兽守护效果10：免疫暴击10"	"被敌人攻击暴击时，提高自身韧性[green]${0},7$[white]，持续[green]${1},8$[white]秒。韧性值越高越可以避免被暴击。"	"[[`aura_effect_id`,27107009,`para4`],[`aura`,27107009,0,`auraTime`]]"	"BuffAtlas"	"newbuff52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27007009"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008000"	"神兽守护效果8：闪避提高1"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108000,`para4`],[`aura`,27108000,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008001"	"神兽守护效果8：闪避提高2"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108001,`para4`],[`aura`,27108001,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008001"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008002"	"神兽守护效果8：闪避提高3"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108002,`para4`],[`aura`,27108002,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008002"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008003"	"神兽守护效果8：闪避提高4"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108003,`para4`],[`aura`,27108003,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008004"	"神兽守护效果8：闪避提高5"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108004,`para4`],[`aura`,27108004,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008004"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008005"	"神兽守护效果8：闪避提高6"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108005,`para4`],[`aura`,27108005,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008005"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008006"	"神兽守护效果8：闪避提高7"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108006,`para4`],[`aura`,27108006,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008006"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008007"	"神兽守护效果8：闪避提高8"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108007,`para4`],[`aura`,27108007,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008007"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008008"	"神兽守护效果8：闪避提高9"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108008,`para4`],[`aura`,27108008,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008008"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27008009"	"神兽守护效果8：闪避提高10"	"被敌人击中时，100%几率提高自身闪避几率[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27108009,`para4`],[`aura`,27108009,0,`auraTime`]]"	"BuffAtlas"	"newbuff46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27008009"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009000"	"神兽守护效果9：免疫控制1"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109000,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009000"	"27009010"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009001"	"神兽守护效果9：免疫控制2"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109001,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009001"	"27009011"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009002"	"神兽守护效果9：免疫控制3"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109002,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009002"	"27009012"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009003"	"神兽守护效果9：免疫控制4"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109003,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009003"	"27009013"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009004"	"神兽守护效果9：免疫控制5"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109004,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009004"	"27009014"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009005"	"神兽守护效果9：免疫控制6"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109005,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009005"	"27009015"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009006"	"神兽守护效果9：免疫控制7"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109006,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009006"	"27009016"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009007"	"神兽守护效果9：免疫控制8"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109007,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009007"	"27009017"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009008"	"神兽守护效果9：免疫控制9"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109008,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009008"	"27009018"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27009009"	"神兽守护效果9：免疫控制10"	"被敌人击中时，100%几率获得免疫控制类技能的效果，如眩晕、定身、冻结等，持续[green]${0},8$[white]秒。"	"[[`aura`,27109009,0,`auraTime`]]"	"BuffAtlas"	"newbuff45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"27009009"	"27009019"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"27107000"	"韧性率提高1"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107000,`para4`],[`aura`,27107000,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107000"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
"27107001"	"韧性率提高2"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107001,`para4`],[`aura`,27107001,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107001"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
"27107002"	"韧性率提高3"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107002,`para4`],[`aura`,27107002,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107002"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
"27107003"	"韧性率提高4"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107003,`para4`],[`aura`,27107003,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107003"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
"27107004"	"韧性率提高5"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107004,`para4`],[`aura`,27107004,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107004"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
"27107005"	"韧性率提高6"	"自身韧性率提高[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,27107005,`para4`],[`aura`,27107005,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"27107005"	"-1"	"-1"	"-1"	"-1"	"-1"	"1048"	""	"5"	"0"	"0"	
