"特殊掉落ID"	"掉落包描述"	"职业限制(1=对战士可掉;2=对弓手可掉;4=对法师可掉;7=对所有职业可掉)"	"节日特殊掉落1=圣诞"	"击杀者等级限制"	"击杀者变量条件变量,区间1,2区间1：0=挂机迷城，用逗号分隔需要其他和必焕说区间2：挂机迷城击杀怪物数量上下限，用逗号分隔"	"掉落数量"	"掉落1"	"掉落2"	"掉落3"	"掉落4"	"掉落5"	"掉落6"	"掉落7"	"掉落8"	"掉落9"	"掉落10"	"掉落11"	"掉落12"	"掉落13"	"掉落14"	"掉落15"	"掉落16"	"掉落17"	"掉落18"	"掉落19"	"掉落20"	"掉落21"	"掉落22"	"掉落23"	"掉落24"	"掉落25"	"掉落26"	"掉落27"	"掉落28"	"掉落29"	"掉落30"	""	""	""	""	""	""	""	""	""	""	
"2129131"	"饲料包10"	"7"	""	""	""	"10"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129132"	"精魂包5"	"7"	""	""	""	"5"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129133"	"饲料包6"	"7"	""	""	""	"6"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129134"	"精魂包3"	"7"	""	""	""	"3"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129135"	"饲料包4"	"7"	""	""	""	"4"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129136"	"精魂包2"	"7"	""	""	""	"2"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129137"	"饲料包2"	"7"	""	""	""	"2"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	"1,110201,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129138"	"精魂包1"	"7"	""	""	""	"1"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	"1,110202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129210"	"未鉴定的流星碎片"	"7"	""	""	""	"1"	"1,550030,40"	"1,550050,40"	"1,550060,10"	"1,550070,10"	"1,550080,10"	"1,550100,10"	"1,100044,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129220"	"未鉴定的流星碎片"	"7"	""	""	""	"1"	"1,550030,10"	"1,550050,10"	"1,550060,40"	"1,550070,40"	"1,550080,10"	"1,550100,10"	"1,100044,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129230"	"未鉴定的流星碎片"	"7"	""	""	""	"1"	"1,550030,10"	"1,550050,10"	"1,550060,10"	"1,550070,10"	"1,550080,40"	"1,550100,40"	"1,100044,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129240"	"一阶注灵"	"7"	""	""	""	"1"	"1,100111,100"	"1,100112,100"	"1,100113,100"	"1,100114,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129250"	"二阶注灵"	"7"	""	""	""	"1"	"1,100121,100"	"1,100122,100"	"1,100123,100"	"1,100123,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129260"	"三阶注灵"	"7"	""	""	""	"1"	"1,100131,100"	"1,100132,100"	"1,100133,100"	"1,100133,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129270"	"四阶注灵"	"7"	""	""	""	"1"	"1,100141,100"	"1,100142,100"	"1,100143,100"	"1,100143,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129280"	"五阶注灵"	"7"	""	""	""	"1"	"1,100151,100"	"1,100152,100"	"1,100153,100"	"1,100153,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129290"	"侍从注灵箱子"	"7"	""	""	""	"1"	"2,2129240,60"	"2,2129250,30"	"2,2129260,5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129300"	"随机蓝色侍从碎片"	"7"	""	""	""	"1"	"1,800171,100"	"1,800191,100"	"1,800211,100"	"1,800281,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129310"	"随机紫色侍从碎片"	"7"	""	""	""	"1"	"1,800101,100"	"1,800111,100"	"1,800121,100"	"1,800131,100"	"1,800141,100"	"1,800261,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129320"	"随机金色侍从碎片"	"7"	""	""	""	"1"	"1,800031,100"	"1,800041,100"	"1,800061,100"	"1,800071,100"	"1,800081,100"	"1,800231,100"	"1,800271,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129330"	"随机橙色侍从碎片"	"7"	""	""	""	"1"	"1,800011,100"	"1,800021,100"	"1,800291,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129340"	"随机侍从碎片箱子"	"7"	""	""	""	"1"	"2,2129300,60"	"2,2129310,30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131200"	"钓鱼基本掉落"	"7"	""	""	""	"1"	"1,100035,100"	"1,100039,100"	"1,100101,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131201"	"鱼饵1的鱼"	"7"	""	""	""	"1"	"1,131001,1000"	"1,131002,1000"	"1,131003,1000"	"1,131004,1000"	"1,131005,1000"	"1,131006,1000"	"1,131007,1000"	"1,131008,1000"	"1,131009,1000"	"1,131010,1000"	"1,131011,1000"	"1,131012,1000"	"1,131013,1000"	"1,131014,1000"	"1,131015,1000"	"1,131016,1000"	"1,131017,1000"	"1,131018,1000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131202"	"鱼饵2的鱼"	"7"	""	""	""	"1"	"1,131001,1000"	"1,131002,1000"	"1,131003,1000"	"1,131004,1000"	"1,131005,1000"	"1,131006,1000"	"1,131007,1000"	"1,131008,1000"	"1,131009,1000"	"1,131019,100"	"1,131021,100"	"1,131023,100"	"1,131025,100"	"1,131027,100"	"1,131029,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131203"	"鱼饵3的鱼"	"7"	""	""	""	"1"	"1,131010,1000"	"1,131011,1000"	"1,131012,1000"	"1,131013,1000"	"1,131014,1000"	"1,131015,1000"	"1,131016,1000"	"1,131017,1000"	"1,131018,1000"	"1,131020,100"	"1,131022,100"	"1,131024,100"	"1,131026,100"	"1,131028,100"	"1,131030,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131204"	"鱼饵4的鱼"	"7"	""	""	""	"1"	"1,131001,600"	"1,131002,600"	"1,131003,600"	"1,131004,600"	"1,131005,600"	"1,131006,600"	"1,131010,600"	"1,131011,600"	"1,131012,600"	"1,131019,300"	"1,131020,300"	"1,131021,300"	"1,131022,300"	"1,131023,300"	"1,131024,300"	"1,131033,100"	"1,131034,100"	"1,131037,100"	"1,131038,100"	"1,131039,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131205"	"鱼饵5的鱼"	"7"	""	""	""	"1"	"1,131007,600"	"1,131008,600"	"1,131009,600"	"1,131013,600"	"1,131014,600"	"1,131015,600"	"1,131016,600"	"1,131017,600"	"1,131018,600"	"1,131025,300"	"1,131026,300"	"1,131027,300"	"1,131028,300"	"1,131029,300"	"1,131030,300"	"1,131031,100"	"1,131032,100"	"1,131035,100"	"1,131036,100"	"1,131040,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2131206"	"鱼饵6的鱼"	"7"	""	""	""	"1"	"1,131031,100"	"1,131032,100"	"1,131033,100"	"1,131034,100"	"1,131035,100"	"1,131036,100"	"1,131037,100"	"1,131038,100"	"1,131039,100"	"1,131040,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010110"	"40级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1042200,8000"	"2,1042300,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010120"	"40级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1042200,7500"	"2,1042300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010130"	"40级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1042200,7000"	"2,1042300,3000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010210"	"80级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1043200,5000"	"2,1043300,3500"	"2,1043400,1000"	"2,1043420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010220"	"80级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1043200,5000"	"2,1043300,3500"	"2,1043400,1000"	"2,1043420,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010230"	"80级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1043200,5000"	"2,1043300,3500"	"2,1043400,1000"	"2,1043420,500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010310"	"120级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1044200,7500"	"2,1044300,2000"	"2,1044400,500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010320"	"120级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1044200,7400"	"2,1044300,2000"	"2,1044400,500"	"2,1044420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010330"	"120级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1044200,7300"	"2,1044300,2000"	"2,1044400,500"	"2,1044420,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010410"	"160级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1045200,8100"	"2,1045300,1600"	"2,1045400,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010420"	"160级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1045200,8050"	"2,1045300,1600"	"2,1045400,300"	"2,1045420,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010430"	"160级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1045200,8000"	"2,1045300,1600"	"2,1045400,300"	"2,1045420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010510"	"200级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1046200,8100"	"2,1046300,1600"	"2,1046400,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010520"	"200级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1046200,8050"	"2,1046300,1600"	"2,1046400,300"	"2,1046420,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010530"	"200级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1046200,8000"	"2,1046300,1600"	"2,1046400,300"	"2,1046420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010610"	"240级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1047200,5100"	"2,1047300,2000"	"2,1047400,600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010620"	"240级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1047200,5050"	"2,1047300,2000"	"2,1047400,500"	"2,1047500,150"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010630"	"240级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1047200,5000"	"2,1047300,2000"	"2,1047400,500"	"2,1047500,150"	"2,1047520,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010710"	"280级跨服副本1星装备"	"7"	""	""	""	"1"	"2,1048200,5100"	"2,1048300,2000"	"2,1048400,600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010720"	"280级跨服副本2星装备"	"7"	""	""	""	"1"	"2,1048200,5050"	"2,1048300,2000"	"2,1048400,500"	"2,1048500,150"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010730"	"280级跨服副本3星装备"	"7"	""	""	""	"1"	"2,1048200,5000"	"2,1048300,2000"	"2,1048400,500"	"2,1048500,150"	"2,1048520,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011011"	"40级组队本1星-容易"	"7"	""	""	""	"1"	"2,1042200,8000"	"2,1042300,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011012"	"40级组队本2星-容易"	"7"	""	""	""	"1"	"2,1042200,7750"	"2,1042300,2250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011013"	"40级组队本3星-容易"	"7"	""	""	""	"1"	"2,1042200,7500"	"2,1042300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011021"	"80级组队本1星-容易"	"7"	""	""	""	"1"	"2,1043200,9000"	"2,1043300,1000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011022"	"80级组队本2星-容易"	"7"	""	""	""	"1"	"2,1043200,8750"	"2,1043300,1250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011023"	"80级组队本3星-容易"	"7"	""	""	""	"1"	"2,1043200,8500"	"2,1043300,1500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011031"	"120级组队本1星-容易"	"7"	""	""	""	"1"	"2,1044200,9600"	"2,1044300,400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011032"	"120级组队本2星-容易"	"7"	""	""	""	"1"	"2,1044200,9500"	"2,1044300,500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011033"	"120级组队本3星-容易"	"7"	""	""	""	"1"	"2,1044200,9400"	"2,1044300,600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011041"	"160级组队本1星-容易"	"7"	""	""	""	"1"	"2,1045200,9800"	"2,1045300,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011042"	"160级组队本2星-容易"	"7"	""	""	""	"1"	"2,1045200,9750"	"2,1045300,250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011043"	"160级组队本3星-容易"	"7"	""	""	""	"1"	"2,1045200,9700"	"2,1045300,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011051"	"200级组队本1星-容易"	"7"	""	""	""	"1"	"2,1046200,9800"	"2,1046300,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011052"	"200级组队本2星-容易"	"7"	""	""	""	"1"	"2,1046200,9750"	"2,1046300,250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011053"	"200级组队本3星-容易"	"7"	""	""	""	"1"	"2,1046200,9700"	"2,1046300,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011061"	"240级组队本1星-容易"	"7"	""	""	""	"1"	"2,1047200,9800"	"2,1047300,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011062"	"240级组队本2星-容易"	"7"	""	""	""	"1"	"2,1047200,9750"	"2,1047300,250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011063"	"240级组队本3星-容易"	"7"	""	""	""	"1"	"2,1047200,9700"	"2,1047300,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011071"	"280级组队本1星-容易"	"7"	""	""	""	"1"	"2,1048200,9800"	"2,1048300,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011072"	"280级组队本2星-容易"	"7"	""	""	""	"1"	"2,1048200,9750"	"2,1048300,250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5011073"	"280级组队本3星-容易"	"7"	""	""	""	"1"	"2,1048200,9700"	"2,1048300,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012011"	"40级组队本1星-普通"	"7"	""	""	""	"1"	"2,1042200,8000"	"2,1042300,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012012"	"40级组队本2星-普通"	"7"	""	""	""	"1"	"2,1042200,7500"	"2,1042300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012013"	"40级组队本3星-普通"	"7"	""	""	""	"1"	"2,1042200,7000"	"2,1042300,3000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012021"	"80级组队本1星-普通"	"7"	""	""	""	"1"	"2,1043200,7800"	"2,1043300,2000"	"2,1043400,400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012022"	"80级组队本2星-普通"	"7"	""	""	""	"1"	"2,1043200,7150"	"2,1043300,2250"	"2,1043400,600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012023"	"80级组队本3星-普通"	"7"	""	""	""	"1"	"2,1043200,6700"	"2,1043300,2500"	"2,1043400,800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012031"	"120级组队本1星-普通"	"7"	""	""	""	"1"	"2,1044200,9000"	"2,1044300,900"	"2,1044400,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012032"	"120级组队本2星-普通"	"7"	""	""	""	"1"	"2,1044200,8700"	"2,1044300,1100"	"2,1044400,150"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012033"	"120级组队本3星-普通"	"7"	""	""	""	"1"	"2,1044200,8400"	"2,1044300,1300"	"2,1044400,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012041"	"160级组队本1星-普通"	"7"	""	""	""	"1"	"2,1045200,9600"	"2,1045300,300"	"2,1045400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012042"	"160级组队本2星-普通"	"7"	""	""	""	"1"	"2,1045200,9450"	"2,1045300,400"	"2,1045400,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012043"	"160级组队本3星-普通"	"7"	""	""	""	"1"	"2,1045200,9300"	"2,1045300,500"	"2,1045400,120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012051"	"200级组队本1星-普通"	"7"	""	""	""	"1"	"2,1046200,9630"	"2,1046300,300"	"2,1046400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012052"	"200级组队本2星-普通"	"7"	""	""	""	"1"	"2,1046200,9495"	"2,1046300,400"	"2,1046400,100"	"2,1046500,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012053"	"200级组队本3星-普通"	"7"	""	""	""	"1"	"2,1046200,9260"	"2,1046300,500"	"2,1046400,120"	"2,1046500,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012061"	"240级组队本1星-普通"	"7"	""	""	""	"1"	"2,1047200,9630"	"2,1047300,300"	"2,1047400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012062"	"240级组队本2星-普通"	"7"	""	""	""	"1"	"2,1047200,9495"	"2,1047300,400"	"2,1047400,100"	"2,1047500,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012063"	"240级组队本3星-普通"	"7"	""	""	""	"1"	"2,1047200,9260"	"2,1047300,500"	"2,1047400,120"	"2,1047500,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
