"模板ID"	"升星等级"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	"升星几率"	"元宝数量"	"道具1"	"道具数量"	"道具2"	"道具数量"	"铜币数量"	"回收经验"	"返还铜币"	"返还道具1"	"返还数量"	"返还道具2"	"返还数量"	"返还道具3"	"返还数量"	
"55000213"	"13"	"0"	"587640.000000"	"14"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000214"	"14"	"0"	"636610.000000"	"14"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000215"	"15"	"0"	"685580.000000"	"14"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000300"	"0"	"2"	"9794.000000"	"18"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000301"	"1"	"2"	"10773.000000"	"18"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000302"	"2"	"2"	"11752.000000"	"18"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000303"	"3"	"2"	"12732.000000"	"18"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000304"	"4"	"2"	"13711.000000"	"18"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000305"	"5"	"2"	"14691.000000"	"18"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000306"	"6"	"2"	"16160.000000"	"18"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000307"	"7"	"2"	"17629.000000"	"18"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000308"	"8"	"2"	"19098.000000"	"18"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000309"	"9"	"2"	"20567.000000"	"18"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000310"	"10"	"2"	"22036.000000"	"18"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000311"	"11"	"2"	"24485.000000"	"18"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000312"	"12"	"2"	"26933.000000"	"18"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000313"	"13"	"2"	"29382.000000"	"18"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000314"	"14"	"2"	"31830.000000"	"18"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000315"	"15"	"2"	"34279.000000"	"18"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000400"	"0"	"0"	"195880.000000"	"16"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000401"	"1"	"0"	"215468.000000"	"16"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000402"	"2"	"0"	"235056.000000"	"16"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000403"	"3"	"0"	"254644.000000"	"16"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000404"	"4"	"0"	"274232.000000"	"16"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000405"	"5"	"0"	"293820.000000"	"16"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000406"	"6"	"0"	"323202.000000"	"16"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000407"	"7"	"0"	"352584.000000"	"16"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000408"	"8"	"0"	"381966.000000"	"16"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000409"	"9"	"0"	"411348.000000"	"16"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000410"	"10"	"0"	"440730.000000"	"16"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000411"	"11"	"0"	"489700.000000"	"16"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000412"	"12"	"0"	"538670.000000"	"16"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000413"	"13"	"0"	"587640.000000"	"16"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000414"	"14"	"0"	"636610.000000"	"16"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000415"	"15"	"0"	"685580.000000"	"16"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000500"	"0"	"0"	"195880.000000"	"8"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000501"	"1"	"0"	"215468.000000"	"8"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000502"	"2"	"0"	"235056.000000"	"8"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000503"	"3"	"0"	"254644.000000"	"8"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000504"	"4"	"0"	"274232.000000"	"8"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000505"	"5"	"0"	"293820.000000"	"8"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000506"	"6"	"0"	"323202.000000"	"8"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000507"	"7"	"0"	"352584.000000"	"8"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000508"	"8"	"0"	"381966.000000"	"8"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000509"	"9"	"0"	"411348.000000"	"8"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000510"	"10"	"0"	"440730.000000"	"8"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000511"	"11"	"0"	"489700.000000"	"8"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000512"	"12"	"0"	"538670.000000"	"8"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000513"	"13"	"0"	"587640.000000"	"8"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000514"	"14"	"0"	"636610.000000"	"8"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000515"	"15"	"0"	"685580.000000"	"8"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000600"	"0"	"2"	"9794.000000"	"14"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000601"	"1"	"2"	"10773.000000"	"14"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000602"	"2"	"2"	"11752.000000"	"14"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000603"	"3"	"2"	"12732.000000"	"14"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000604"	"4"	"2"	"13711.000000"	"14"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000605"	"5"	"2"	"14691.000000"	"14"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000606"	"6"	"2"	"16160.000000"	"14"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000607"	"7"	"2"	"17629.000000"	"14"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000608"	"8"	"2"	"19098.000000"	"14"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000609"	"9"	"2"	"20567.000000"	"14"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000610"	"10"	"2"	"22036.000000"	"14"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000611"	"11"	"2"	"24485.000000"	"14"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000612"	"12"	"2"	"26933.000000"	"14"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000613"	"13"	"2"	"29382.000000"	"14"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000614"	"14"	"2"	"31830.000000"	"14"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000615"	"15"	"2"	"34279.000000"	"14"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000700"	"0"	"1"	"6529.000000"	"10"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000701"	"1"	"1"	"7181.000000"	"10"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000702"	"2"	"1"	"7834.000000"	"10"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000703"	"3"	"1"	"8487.000000"	"10"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000704"	"4"	"1"	"9140.000000"	"10"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000705"	"5"	"1"	"9793.000000"	"10"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000706"	"6"	"1"	"10773.000000"	"10"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000707"	"7"	"1"	"11752.000000"	"10"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000708"	"8"	"1"	"12731.000000"	"10"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000709"	"9"	"1"	"13711.000000"	"10"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000710"	"10"	"1"	"14690.000000"	"10"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000711"	"11"	"1"	"16323.000000"	"10"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000712"	"12"	"1"	"17955.000000"	"10"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000713"	"13"	"1"	"19587.000000"	"10"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000714"	"14"	"1"	"21220.000000"	"10"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000715"	"15"	"1"	"22852.000000"	"10"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000800"	"0"	"0"	"195880.000000"	"12"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000801"	"1"	"0"	"215468.000000"	"12"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000802"	"2"	"0"	"235056.000000"	"12"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000803"	"3"	"0"	"254644.000000"	"12"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000804"	"4"	"0"	"274232.000000"	"12"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000805"	"5"	"0"	"293820.000000"	"12"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000806"	"6"	"0"	"323202.000000"	"12"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000807"	"7"	"0"	"352584.000000"	"12"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000808"	"8"	"0"	"381966.000000"	"12"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000809"	"9"	"0"	"411348.000000"	"12"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000810"	"10"	"0"	"440730.000000"	"12"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000811"	"11"	"0"	"489700.000000"	"12"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000812"	"12"	"0"	"538670.000000"	"12"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000813"	"13"	"0"	"587640.000000"	"12"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000814"	"14"	"0"	"636610.000000"	"12"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000815"	"15"	"0"	"685580.000000"	"12"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55000900"	"0"	"1"	"6529.000000"	"18"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55000901"	"1"	"1"	"7181.000000"	"18"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55000902"	"2"	"1"	"7834.000000"	"18"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55000903"	"3"	"1"	"8487.000000"	"18"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55000904"	"4"	"1"	"9140.000000"	"18"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55000905"	"5"	"1"	"9793.000000"	"18"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55000906"	"6"	"1"	"10773.000000"	"18"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55000907"	"7"	"1"	"11752.000000"	"18"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55000908"	"8"	"1"	"12731.000000"	"18"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55000909"	"9"	"1"	"13711.000000"	"18"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55000910"	"10"	"1"	"14690.000000"	"18"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55000911"	"11"	"1"	"16323.000000"	"18"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55000912"	"12"	"1"	"17955.000000"	"18"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55000913"	"13"	"1"	"19587.000000"	"18"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55000914"	"14"	"1"	"21220.000000"	"18"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55000915"	"15"	"1"	"22852.000000"	"18"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55001000"	"0"	"1"	"6529.000000"	"16"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55001001"	"1"	"1"	"7181.000000"	"16"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55001002"	"2"	"1"	"7834.000000"	"16"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55001003"	"3"	"1"	"8487.000000"	"16"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55001004"	"4"	"1"	"9140.000000"	"16"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55001005"	"5"	"1"	"9793.000000"	"16"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
"55001006"	"6"	"1"	"10773.000000"	"16"	"1615.000000"	"0.650000"	"81"	"100040"	"60"	"-1"	"-1"	"210000"	"50"	"315000"	"100039"	"300"	"100040"	"32"	""	""	
"55001007"	"7"	"1"	"11752.000000"	"16"	"1762.000000"	"0.600000"	"134"	"100040"	"80"	"-1"	"-1"	"240000"	"50"	"420000"	"100039"	"300"	"100040"	"80"	""	""	
"55001008"	"8"	"1"	"12731.000000"	"16"	"1909.000000"	"0.550000"	"205"	"100040"	"100"	"-1"	"-1"	"270000"	"50"	"540000"	"100039"	"300"	"100040"	"144"	""	""	
"55001009"	"9"	"1"	"13711.000000"	"16"	"2056.000000"	"0.500000"	"300"	"100040"	"120"	"-1"	"-1"	"300000"	"50"	"675000"	"100039"	"300"	"100040"	"224"	""	""	
"55001010"	"10"	"1"	"14690.000000"	"16"	"2203.000000"	"0.500000"	"480"	"100041"	"32"	"-1"	"-1"	"330000"	"50"	"825000"	"100039"	"300"	"100040"	"320"	""	""	
"55001011"	"11"	"1"	"16323.000000"	"16"	"2448.000000"	"0.500000"	"690"	"100041"	"40"	"-1"	"-1"	"360000"	"50"	"990000"	"100039"	"300"	"100040"	"320"	"100041"	"32"	
"55001012"	"12"	"1"	"17955.000000"	"16"	"2692.000000"	"0.500000"	"1008"	"100041"	"48"	"-1"	"-1"	"390000"	"50"	"1170000"	"100039"	"300"	"100040"	"320"	"100041"	"72"	
"55001013"	"13"	"1"	"19587.000000"	"16"	"2937.000000"	"0.500000"	"1428"	"100041"	"56"	"-1"	"-1"	"420000"	"50"	"1365000"	"100039"	"300"	"100040"	"320"	"100041"	"120"	
"55001014"	"14"	"1"	"21220.000000"	"16"	"3182.000000"	"0.500000"	"2112"	"100041"	"64"	"-1"	"-1"	"450000"	"50"	"1575000"	"100039"	"300"	"100040"	"320"	"100041"	"176"	
"55001015"	"15"	"1"	"22852.000000"	"16"	"3427.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"50"	"1800000"	"100039"	"300"	"100040"	"320"	"100041"	"240"	
"55001100"	"0"	"1"	"6529.000000"	"8"	"979.000000"	"1.000000"	"0"	"100039"	"40"	"-1"	"-1"	"30000"	"50"	"0"	""	""	""	""	""	""	
"55001101"	"1"	"1"	"7181.000000"	"8"	"1076.000000"	"1.000000"	"0"	"100039"	"80"	"-1"	"-1"	"60000"	"50"	"15000"	"100039"	"20"	""	""	""	""	
"55001102"	"2"	"1"	"7834.000000"	"8"	"1174.000000"	"0.900000"	"14"	"100039"	"120"	"-1"	"-1"	"90000"	"50"	"45000"	"100039"	"60"	""	""	""	""	
"55001103"	"3"	"1"	"8487.000000"	"8"	"1272.000000"	"0.800000"	"40"	"100039"	"160"	"-1"	"-1"	"120000"	"50"	"90000"	"100039"	"120"	""	""	""	""	
"55001104"	"4"	"1"	"9140.000000"	"8"	"1370.000000"	"0.750000"	"67"	"100039"	"200"	"-1"	"-1"	"150000"	"50"	"150000"	"100039"	"200"	""	""	""	""	
"55001105"	"5"	"1"	"9793.000000"	"8"	"1468.000000"	"0.700000"	"43"	"100040"	"40"	"-1"	"-1"	"180000"	"50"	"225000"	"100039"	"300"	""	""	""	""	
