"id，1000开始为怪物随机技能；40000和70000开始为龙的触发性技能；80000开始为装备魂链占用"	"效果名称"	"效果图标"	"描述"	"触发时机0=施法时1=攻击结算时2=受击结算时3=攻击结算前4=攻击结算后5=受击结算前6=受击结算后--begin以下作为攻击者触发7=击中目标时8=目标格档时9=目标闪避时10=暴击时--end--begin以下作为受击者触发11=被击中时12=格档时13=闪避时14=被暴击时---end15=击杀目标时16=被击杀时17=计算击退时(仅用于击退)18=每秒"	"触发的效果类型"	"条件判断脚本名称"	"触发的效果类型索引(不填,程序用)"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"条件:内置cd(毫秒)0=无cd"	"条件:触发几率(毫秒)1=100%"	"条件:目标生命值0=值1=百分比(1=100%)负数=无条件"	"条件:目标生命值"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"条件:触发几率(毫秒)1=100%等级修正"	"同技能允许触发次数(小等于0表示不限)"	"战斗力"	"在触发器所有者身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"特殊的表现txt的使用方式0.不使用特殊表现1.基于宠物播放2.基于坐骑播放"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	
"50002021"	"坐骑回血"	""	"血少时21%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"42000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002022"	"坐骑回血"	""	"血少时22%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"44000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002023"	"坐骑回血"	""	"血少时23%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"46000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002024"	"坐骑回血"	""	"血少时24%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"48000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002025"	"坐骑回血"	""	"血少时25%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"50000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002026"	"坐骑回血"	""	"血少时26%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"52000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002027"	"坐骑回血"	""	"血少时27%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"54000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002028"	"坐骑回血"	""	"血少时28%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"56000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002029"	"坐骑回血"	""	"血少时29%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"58000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002030"	"坐骑回血"	""	"血少时30%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"60000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002031"	"坐骑回血"	""	"血少时31%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"62000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002032"	"坐骑回血"	""	"血少时32%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"64000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002033"	"坐骑回血"	""	"血少时33%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"66000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002034"	"坐骑回血"	""	"血少时34%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"68000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002035"	"坐骑回血"	""	"血少时35%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"70000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002036"	"坐骑回血"	""	"血少时36%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"72000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002037"	"坐骑回血"	""	"血少时37%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"74000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002038"	"坐骑回血"	""	"血少时38%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"76000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002039"	"坐骑回血"	""	"血少时39%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"78000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002040"	"坐骑回血"	""	"血少时40%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"80000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002041"	"坐骑回血"	""	"血少时41%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"82000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002042"	"坐骑回血"	""	"血少时42%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"84000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002043"	"坐骑回血"	""	"血少时43%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"86000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002044"	"坐骑回血"	""	"血少时44%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"88000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002045"	"坐骑回血"	""	"血少时45%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"90000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002046"	"坐骑回血"	""	"血少时46%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"92000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002047"	"坐骑回血"	""	"血少时47%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"94000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002048"	"坐骑回血"	""	"血少时48%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"96000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002049"	"坐骑回血"	""	"血少时49%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"98000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002050"	"坐骑回血"	""	"血少时50%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"100000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002051"	"坐骑回血"	""	"血少时51%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"102000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002052"	"坐骑回血"	""	"血少时52%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"104000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002053"	"坐骑回血"	""	"血少时53%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"106000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002054"	"坐骑回血"	""	"血少时54%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"108000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002055"	"坐骑回血"	""	"血少时55%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"110000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002056"	"坐骑回血"	""	"血少时56%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"112000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002057"	"坐骑回血"	""	"血少时57%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"114000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002058"	"坐骑回血"	""	"血少时58%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"116000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002059"	"坐骑回血"	""	"血少时59%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"118000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002060"	"坐骑回血"	""	"血少时60%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"120000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002061"	"坐骑回血"	""	"血少时61%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"122000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002062"	"坐骑回血"	""	"血少时62%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"124000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002063"	"坐骑回血"	""	"血少时63%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"126000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002064"	"坐骑回血"	""	"血少时64%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"128000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002065"	"坐骑回血"	""	"血少时65%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"130000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002066"	"坐骑回血"	""	"血少时66%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"132000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002067"	"坐骑回血"	""	"血少时67%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"134000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002068"	"坐骑回血"	""	"血少时68%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"136000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002069"	"坐骑回血"	""	"血少时69%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"138000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002070"	"坐骑回血"	""	"血少时70%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"140000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002071"	"坐骑回血"	""	"血少时71%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"142000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002072"	"坐骑回血"	""	"血少时72%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"144000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002073"	"坐骑回血"	""	"血少时73%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"146000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002074"	"坐骑回血"	""	"血少时74%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"148000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002075"	"坐骑回血"	""	"血少时75%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"150000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002076"	"坐骑回血"	""	"血少时76%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"152000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002077"	"坐骑回血"	""	"血少时77%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"154000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002078"	"坐骑回血"	""	"血少时78%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"156000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002079"	"坐骑回血"	""	"血少时79%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"158000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002080"	"坐骑回血"	""	"血少时80%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"160000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002081"	"坐骑回血"	""	"血少时81%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"162000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002082"	"坐骑回血"	""	"血少时82%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"164000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002083"	"坐骑回血"	""	"血少时83%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"166000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002084"	"坐骑回血"	""	"血少时84%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"168000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002085"	"坐骑回血"	""	"血少时85%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"170000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002086"	"坐骑回血"	""	"血少时86%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"172000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002087"	"坐骑回血"	""	"血少时87%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"174000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002088"	"坐骑回血"	""	"血少时88%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"176000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002089"	"坐骑回血"	""	"血少时89%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"178000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002090"	"坐骑回血"	""	"血少时90%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"180000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002091"	"坐骑回血"	""	"血少时91%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"182000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002092"	"坐骑回血"	""	"血少时92%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"184000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002093"	"坐骑回血"	""	"血少时93%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"186000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002094"	"坐骑回血"	""	"血少时94%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"188000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002095"	"坐骑回血"	""	"血少时95%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"190000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002096"	"坐骑回血"	""	"血少时96%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"192000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002097"	"坐骑回血"	""	"血少时97%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"194000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002098"	"坐骑回血"	""	"血少时98%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"196000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002099"	"坐骑回血"	""	"血少时99%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"198000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002100"	"坐骑回血"	""	"血少时100%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"200000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50101001"	"武器技能1"	""	"50%概率吸血"	"3"	"recover"	""	""	"4"	""	""	""	""	""	"0.500000"	""	""	""	""	""	"0"	"0.500000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50201010"	"宠物技能减速"	"item_skill_png,luanwulihua"	"攻击时，有100%的几率使目标减速50%，持续15秒"	"7"	"castaura_on_target"	""	""	"50201011"	"1"	""	""	""	""	""	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"heroman_hqg_zhaohuanyingxiong.act.txt"	
"50201001"	"落蛋1级"	"icon_petskill_png,yingke"	"玩家释放技能时，宠物有几率在目标位置召唤一枚鸡蛋砸落到地面，造成[green]6%[-]攻击力+[green]200[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50201001"	"1"	""	""	""	""	""	""	""	""	""	""	"20000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4401_dandan_shifa.act.txt"	
"50201002"	"落蛋2级"	"icon_petskill_png,yingke"	"玩家释放技能时，宠物有几率在目标位置召唤一枚鸡蛋砸落到地面，造成[green]7%[-]攻击力+[green]500[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50201002"	"1"	""	""	""	""	""	""	""	""	""	""	"20000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4401_dandan_shifa.act.txt"	
"50201003"	"落蛋3级"	"icon_petskill_png,yingke"	"玩家释放技能时，宠物有几率在目标位置召唤一枚鸡蛋砸落到地面，造成[green]8%[-]攻击力+[green]1000[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50201003"	"1"	""	""	""	""	""	""	""	""	""	""	"20000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4401_dandan_shifa.act.txt"	
"50201004"	"落蛋4级"	"icon_petskill_png,yingke"	"玩家释放技能时，宠物有几率在目标位置召唤一枚鸡蛋砸落到地面，造成[green]9%[-]攻击力+[green]2500[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50201004"	"1"	""	""	""	""	""	""	""	""	""	""	"20000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4401_dandan_shifa.act.txt"	
"50201005"	"落蛋5级"	"icon_petskill_png,yingke"	"玩家释放技能时，宠物有几率在目标位置召唤一枚鸡蛋砸落到地面，造成[green]10%[-]攻击力+[green]5000[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50201005"	"1"	""	""	""	""	""	""	""	""	""	""	"20000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4401_dandan_shifa.act.txt"	
"50202001"	"自愈1级"	"icon_petskill_png,menglong"	"玩家释放技能时，宠物有几率立即恢复玩家[green]0.2%[-]最大生命的血量。每[green]22[-]秒最多触发1次"	"0"	"castaura_on_self"	""	""	"50202001"	"1"	""	""	""	""	""	""	""	""	""	""	"22000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4402_linghu_shifa.act.txt"	
"50202002"	"自愈2级"	"icon_petskill_png,menglong"	"玩家释放技能时，宠物有几率立即恢复玩家[green]0.25%[-]最大生命的血量。每[green]22[-]秒最多触发1次"	"0"	"castaura_on_self"	""	""	"50202002"	"1"	""	""	""	""	""	""	""	""	""	""	"22000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4402_linghu_shifa.act.txt"	
