"效果ID"	"备注"	"效果类型"	"效果索引(程序用,不填)"	"周期时间"	"参数1"	"参数2"	"参数3"	"参数4"	"参数5"	"参数6"	"参数1等级修正"	"参数2等级修正"	"参数3等级修正"	"参数4等级修正"	"参数5等级修正"	"参数6等级修正"	"触发条件（触发型效果需填）"	"内置CD（触发型效果需填）"	"光环生效期间，附带触发器id=CombatTriggerConfig.xls"	""	""	
"50002098"	"生命值低于60%时，有40%概率吸收196000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002098"	""	""	
"50002099"	"生命值低于60%时，有40%概率吸收198000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002099"	""	""	
"50002100"	"生命值低于60%时，有40%概率吸收200000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002100"	""	""	
"50003001"	"宠物暴击1"	"attr"	"0"	"0"	"21"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003002"	"宠物暴击2"	"attr"	"0"	"0"	"21"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003003"	"宠物暴击3"	"attr"	"0"	"0"	"21"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003004"	"宠物暴击4"	"attr"	"0"	"0"	"21"	"0"	"0"	"4.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003005"	"宠物暴击5"	"attr"	"0"	"0"	"21"	"0"	"0"	"5.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003006"	"宠物暴击6"	"attr"	"0"	"0"	"21"	"0"	"0"	"6.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003007"	"宠物暴击7"	"attr"	"0"	"0"	"21"	"0"	"0"	"7.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003008"	"宠物暴击8"	"attr"	"0"	"0"	"21"	"0"	"0"	"8.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003009"	"宠物暴击9"	"attr"	"0"	"0"	"21"	"0"	"0"	"9.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50003010"	"宠物暴击10"	"attr"	"0"	"0"	"21"	"0"	"0"	"10.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50004001"	"背旗格挡1"	"attr"	"0"	"0"	"22"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50004002"	"背旗格挡2"	"attr"	"0"	"0"	"22"	"0"	"0"	"2.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50004003"	"背旗格挡3"	"attr"	"0"	"0"	"22"	"0"	"0"	"3.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50004004"	"背旗格挡4"	"attr"	"0"	"0"	"22"	"0"	"0"	"4.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50004005"	"背旗格挡5"	"attr"	"0"	"0"	"22"	"0"	"0"	"5.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50101001"	"武器技能1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50101001"	""	""	
"50201011"	"减速20%，持续3秒"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50201010"	"宠物减速被动技能"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50201010"	""	""	
"50202001"	"自愈1级"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.004200"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50202002"	"自愈2级"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.004400"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50202003"	"自愈3级"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.004600"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50202004"	"自愈4级"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.004800"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50202005"	"自愈5级"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.005000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50206001"	"八卦阵1级"	"attr"	"0"	"0"	"11"	"1"	"0"	"0.060000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50206002"	"八卦阵2级"	"attr"	"0"	"0"	"11"	"1"	"0"	"0.080000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50206003"	"八卦阵3级"	"attr"	"0"	"0"	"11"	"1"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50206004"	"八卦阵4级"	"attr"	"0"	"0"	"11"	"1"	"0"	"0.120000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50206005"	"八卦阵5级"	"attr"	"0"	"0"	"11"	"1"	"0"	"0.140000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50209001"	"浴火1级"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.040000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50209002"	"浴火2级"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50209003"	"浴火3级"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.060000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50209004"	"浴火4级"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.070000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50209005"	"浴火5级"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.080000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50210001"	"龙魂1级"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50210002"	"龙魂2级"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.130000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50210003"	"龙魂3级"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.160000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50210004"	"龙魂4级"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.190000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50210005"	"龙魂5级"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.220000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000100"	"土系易伤"	"attr"	"0"	"0"	"37"	"0"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000200"	"水系易伤"	"attr"	"0"	"0"	"40"	"0"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000300"	"火系易伤"	"attr"	"0"	"0"	"39"	"0"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000400"	"风系易伤"	"attr"	"0"	"0"	"41"	"0"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000101"	"效果--在敌人有蓄力时降低攻击50%"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000201"	"效果--在敌人有集气时降低攻击50%"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000301"	"效果--在自身有虚弱时降低攻击50%"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"70000401"	"效果--在自身有破甲时降低攻击50%"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000000"	"守襄阳军旗BUFF"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000100"	"守襄阳进场加生命BUFF"	"attr"	"0"	"0"	"0"	"0"	"0"	"1500000.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000101"	"守襄阳进场加攻BUFF"	"attr"	"0"	"0"	"1"	"0"	"0"	"200000.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000102"	"守襄阳进场加防BUFF"	"attr"	"0"	"0"	"2"	"0"	"0"	"100000.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000200"	"守襄阳怪物掉落加生命BUFF"	"attr"	"0"	"0"	"0"	"1"	"0"	"0.150000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000201"	"守襄阳怪物掉落加攻BUFF"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.150000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"71000202"	"守襄阳怪物掉落加防BUFF"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.150000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"90010001"	"3人组队buff-加防"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"90010002"	"4人组队buff-加血"	"attr"	"0"	"0"	"0"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"90010003"	"5人组队buff-加攻"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"90020001"	"帮派boss加攻"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
