"判定ID"	"描述"	"效果位0x01：结算伤害，0x02：结算buff/debuff"	"区域类型1.选中目标2.原点处圆形范围加偏移圆形半径,正向偏移,左向偏移3.选中目标点处圆形范围圆形半径4.原点前方扇形范围扇形外径,左偏移角，右偏移角,扇形内径，顶点偏移5.原点前方一定距离的长条形区域长度,宽度,偏移,旋转角度(逆时针)6.选中目标点前方一定距离的长条形区域长度,宽度7.从原点到选中目标点的长条形区域宽度"	"区域参数1"	"区域参数2"	"区域参数3"	"区域参数4"	"区域参数5"	"判定延迟时间（ms）"	"目标个数上限AOE技能可攻击的最大目标个数"	"范围搜索的逻辑规则0=1次结算；1=把判定区域按照距离分成n等分，依次结算；2=把判定区域按照距离分成n等分，依次叠加结算；3=在判定区域内按照时间平滑过渡结算"	"范围搜索顺序如果搜索逻辑规则不是0，则0=从近及远进行搜索；1=由远及近进行搜索"	"范围搜索间隔如果范围搜索逻辑规则是1或2，那么就是范围搜索的时间间隔；如果范围搜索逻辑规则是3，那么就是整个平滑搜索的时间，单位ms"	"范围搜索次数"	"受击表现效果ID"	"死亡时[碎尸几率,击飞几率]<=1，都填0时播放死亡动画"	"伤害-击退类型0:普通击退1:挤开2:拉到周围"	"伤害-击退几率(0-1)"	"伤害-击退距离最小值单位m"	"伤害-击退距离最大值单位m"	"击中产生buff1"	"击中产生buff2"	"击中产生buff3"	"buff1产生几率"	"buff2产生几率"	"buff3产生几率"	"物理力类型0=无，1=左切线,2=右切线,3=方向,4=爆炸//"	"力大小"	"力偏移角度"	"力校正(Y),提供向上方向打飞的力"	"力高度0=上1=中2=下"	"反向力(上)取值为0.0到1.0,表示百分比"	"反向力(中)取值为0.0到1.0,表示百分比"	"反向力(下)取值为0.0到1.0,表示百分比"	"是否必中"	"技能伤害百分比"	"技能伤害固定值"	"属性伤害类型0=物理，1=火，2=水，3=风，4=土"	"技能伤害百分比-等级修正"	"技能伤害固定值-等级修正"	""	
"30000111"	"柳色普攻"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"300"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000112"	"柳色普攻"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"700"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000130"	"柳色四周群攻dot"	"3"	"3"	"7.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"30000130"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000131"	"柳色四周群攻dot伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000140"	"柳色花影无踪"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"100"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"200"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000209"	"楚玉普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"4"	"0"	"0"	"0"	"0"	"shicong_chuyu_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000211"	"楚玉发波伤害"	"3"	"3"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"6"	"0"	"0"	"0"	"0"	"shicong_chuyu_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"30000211"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000212"	"楚玉发波伤dot害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000221"	"楚玉目标点群攻伤害"	"3"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000231"	"楚玉千丝魂断每次伤害"	"3"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000300"	"百里流桑普攻"	"3"	"4"	"4.000000"	"60.000000"	"120.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000301"	"百里流桑普攻"	"3"	"5"	"4.000000"	"3.000000"	"-0.500000"	"0.000000"	"0.000000"	"267"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000302"	"百里流桑普攻"	"3"	"4"	"4.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"867"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000310"	"百里流桑投掷匕首"	"3"	"5"	"4.000000"	"2.500000"	"1.500000"	"0.000000"	"0.000000"	"175"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10020540"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000311"	"百里流桑投掷匕首"	"3"	"5"	"4.000000"	"2.500000"	"4.500000"	"0.000000"	"0.000000"	"425"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10020540"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000312"	"百里流桑投掷匕首"	"3"	"5"	"4.000000"	"2.500000"	"4.500000"	"0.000000"	"0.000000"	"600"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10020540"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000313"	"百里流桑投掷匕首"	"3"	"5"	"4.000000"	"2.500000"	"1.500000"	"0.000000"	"0.000000"	"775"	"3"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10020540"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000322"	"百里流桑冲刺伤害4次每次"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_baililiusang_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000330"	"百里流桑欢戏竹马"	"3"	"4"	"4.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"140"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000409"	"恒远普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"shicong_hengyuan_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000410"	"恒远目标点群攻"	"3"	"3"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_hengyuan_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10012000"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"75"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000420"	"恒远目标点大群攻"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"800"	"5"	"0"	"0"	"0"	"0"	"shicong_hengyuan_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"220"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000430"	"恒远思行无罔"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000431"	"恒远思行无罔"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000432"	"恒远思行无罔"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000433"	"恒远思行无罔"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000434"	"恒远思行无罔"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000500"	"容止普攻"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_rongzhi_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"65"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000501"	"容止普攻"	"3"	"4"	"7.000000"	"120.000000"	"120.000000"	"0.000000"	"-0.500000"	"367"	"3"	"0"	"0"	"0"	"0"	"shicong_rongzhi_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"65"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000502"	"容止普攻"	"3"	"4"	"7.000000"	"150.000000"	"150.000000"	"0.000000"	"-0.500000"	"967"	"3"	"0"	"0"	"0"	"0"	"shicong_rongzhi_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"65"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000520"	"容止四周爆炸+晕"	"3"	"2"	"7.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"shicong_rongzhi_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10012500"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000530"	"容止合体技"	"3"	"5"	"8.000000"	"2.000000"	"-0.500000"	"0.000000"	"0.000000"	"0"	"4"	"0"	"0"	"0"	"0"	"shicong_rongzhi_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"260"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000600"	"花错普攻"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000601"	"花错普攻"	"3"	"4"	"7.000000"	"120.000000"	"120.000000"	"0.000000"	"-0.500000"	"367"	"3"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000610"	"花错冲刺时伤害带减速"	"3"	"5"	"5.000000"	"2.000000"	"-0.500000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10020860"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000620"	"花错乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"0"	"1"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000621"	"花错乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"133"	"1"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000622"	"花错乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"267"	"1"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000623"	"花错乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"433"	"1"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000624"	"花错乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"533"	"1"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000630"	"铃花断魂剑"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000631"	"铃花断魂剑"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"133"	"3"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000632"	"铃花断魂剑"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"267"	"3"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000709"	"天如镜普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"shicong_tianrujing_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000710"	"天如镜扇形攻击"	"3"	"4"	"16.000000"	"45.000000"	"45.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_tianrujing_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"30000710"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000730"	"百丈凝瀑"	"3"	"3"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_tianrujing_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"200"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000800"	"钟年年普攻"	"3"	"4"	"9.000000"	"45.000000"	"45.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_zhongniannian_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
